,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
978,978,Daniël Arends: De zachte heelmeester,2014,,,79 min,"Documentary, Comedy",Ruut Weissman,Daniël Arends,Daniël Arends,The Nietzsche among the comedians: Indonesian Daniël Arends sneaks up on you from behind and confronts you with dangerous humour in one of his best stand-up monologues.,Dutch,Netherlands,,https://m.media-amazon.com/images/M/MV5BMDE0ZTM0Y2EtZTAyYS00NWUyLWEyNGMtMWNiZGUyZTE5NDNhXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,121,tt5175444,movie,,,,,True,,,-
979,979,Pieter Derks: Zo goed als nieuw,2016,,30 Apr 2016,75 min,"Documentary, Comedy","Jessica Borst, Joep Krijnen",Pieter Derks,Pieter Derks,,Dutch,Netherlands,,https://m.media-amazon.com/images/M/MV5BNDI3YmFkZjktZjdiMC00Mjg4LTk4MzctYzk3OWM1N2U3MmNkXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,34,tt5803292,movie,,,,,True,,,-
980,980,Sara Kroos: Van jewelste,2015,,24 Oct 2015,86 min,Comedy,Jessica Borst,Sara Kroos,Sara Kroos,,Dutch,Netherlands,,https://m.media-amazon.com/images/M/MV5BZjQwZDc2OWYtNjBkMy00MGQ1LWFiYTAtMjczZWQ0ZGU2YzU1XkEyXkFqcGdeQXVyMzA3MTgwMTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,10,tt5168232,movie,,,,,True,,,-
981,981,The Last Summer,2019,TV-14,03 May 2019,109 min,Comedy,William Bindley,"Scott Bindley, William Bindley","K.J. Apa, Maia Mitchell, Norman Johnson Jr., Jacob Latimore","Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3NTQ5Mjc1N15BMl5BanBnXkFtZTgwNzg0MjU4NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",,5.5,"9,040",tt7957694,movie,03 May 2019,,Netflix,,True,,,17%
982,982,Tuca & Bertie,2019,TV-MA,03 May 2019,26 min,"Animation, Comedy",,Lisa Hanawalt,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer",The story of two 30-year old bird women who live in the same apartment building.,English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BZDVhYTc2NDAtNzBjZC00ZTliLWI2YTctM2U2YTI0OTAyYTcwXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,"3,396",tt8036272,series,,,,,True,,1.0,-
983,983,Undercover,2019–,TV-MA,03 May 2019,50 min,Drama,,,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap","Inspired by real events, undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends.",,"Belgium, Netherlands",,https://m.media-amazon.com/images/M/MV5BNzAzZTZhMmItZTg4YS00OTVhLWJjN2UtNDQyNjNjMTA1NWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",,7.9,"6,097",tt7263154,series,,,,,True,,1.0,-
985,985,Dead to Me,2019–,TV-MA,03 May 2019,30 min,"Comedy, Drama",,Liz Feldman,"Christina Applegate, Linda Cardellini, James Marsden, Max Jenkins",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,English,USA,Nominated for 1 Golden Globe. Another 1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BODkwNmY1MjgtY2ZlNS00MWVmLWEzZTktYmMyNDQzMjlmMGY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,8.1,"32,404",tt8064302,series,,,,,True,,1.0,-
986,986,"Extremely Wicked, Shockingly Evil and Vile",2019,R,03 May 2019,110 min,"Biography, Crime, Drama, Thriller",Joe Berlinger,"Elizabeth Kendall (based on the book ""The Phantom Prince: My Life with Ted Bundy"" by), Michael Werwie","Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",English,USA,4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.6,"65,798",tt2481498,movie,03 May 2019,,Netflix,,True,,,55%
987,987,Dumplin',2018,PG-13,07 Dec 2018,110 min,"Comedy, Drama",Anne Fletcher,"Kristin Hahn (screenplay by), Julie Murphy (based on the novel by)","Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio","Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.",English,USA,Nominated for 1 Golden Globe. Another 8 nominations.,https://m.media-amazon.com/images/M/MV5BMDMyNzQyMjgtZTM2NS00ZjQwLThjYTMtZDlhOTNhNTMzNTkwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.6,"24,854",tt4878482,movie,,,,,True,,,-
989,989,Flinch,2019–,,03 May 2019,25 min,Game-Show,,,"Seann Walsh, Lloyd Griffith, Desiree Burch, John McGinn","Faced with various frightening and uncomfortable events, contestants in this game show had better not flinch - or they'll suffer painful consequences.",English,UK,,https://m.media-amazon.com/images/M/MV5BYmZjMWQyYzktNmQ4NS00YmVmLTliOGYtNmQ2OTkxNDAyNzJjXkEyXkFqcGdeQXVyNzgxMDE1NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",,4.0,526,tt9196244,series,,,,,True,,1.0,-
990,990,Historia de un crimen: Colmenares,2019,,03 May 2019,,Crime,,,"Ernesto Campos, Carlos Carvajal, Camila Jurado, Fabiana Medina","After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.",Spanish,"Colombia, Mexico",,https://m.media-amazon.com/images/M/MV5BYjA1MDEwMWEtMTYxNy00ZGQyLWEwYzUtNjc2NzIyMTI1YWE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,458,tt10242266,series,,,,,True,,1.0,-
991,991,All in My Family,2019,,03 May 2019,39 min,"Documentary, Short, Family",Hao Wu,Hao Wu,,"From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in America, only to face the dilemma of introducing his same-sex partner and their children...",,USA,,https://m.media-amazon.com/images/M/MV5BODAzYzc2ZDgtNmE1OS00MThiLThjNGQtYzljOWQwYzY3ZTk4XkEyXkFqcGdeQXVyMjAyODk4NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,194,tt9097148,movie,03 May 2019,,,,True,,,-
992,992,Ocean's Twelve,2004,PG-13,10 Dec 2004,125 min,"Crime, Thriller",Steven Soderbergh,"George Nolfi, George Clayton Johnson (characters), Jack Golden Russell (characters)","Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross",Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,"English, Dutch, French, Italian, Mandarin",USA,3 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMmJmYzBjNTktMTJjZS00ZGRhLWE1Y2QtOWQxZGU0Y2RmMjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.5,"342,903",tt0349903,movie,12 Apr 2005,"$125,402,117",Warner Bros. Pictures,,True,,,55%
994,994,Hamza's suitcase,2017,,31 Aug 2017,77 min,"Comedy, Crime",Akram Farouk,,"Yousra El Lozy, Ahmed Fathi, Bayyumi Fuad, Hamada Helal","Four crime partners devise a plan to get their hands on 3 millions dollars; when the operation is done, they trust the money to one of them; they disappear for 2 months to meet again and ...",Arabic,Egypt,,https://m.media-amazon.com/images/M/MV5BMDU2MTYxZmMtMTYxMC00YjZlLTg2ZjgtMzhlNWRkMzhlNDBlXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",,4.2,9,tt10568552,movie,,,,,True,,,-
995,995,The Pact,2014,,01 Nov 2014,7 min,"Short, Drama",Kathleen M. Foley,Kathleen M. Foley,"Xavier Black, Mark Oughton","Two old friends reunite to dig up an old time capsule, after one is diagnosed with terminal illness.",English,New Zealand,,https://m.media-amazon.com/images/M/MV5BMDJhMmYyZDQtOTI3Ni00ZWY2LTlkOWQtZGJjZTQ1ODE1NDNjXkEyXkFqcGdeQXVyMTAzOTk3MTQ@._V1_SX300.jpg,[],,,,tt5351274,movie,,,,,True,,,-
998,998,Familiye,2017,,03 May 2018,92 min,Drama,"Sedat Kirtan, Kubilay Sarikaya","Sedat Kirtan, Kubilay Sarikaya","Arnel Taci, Violetta Schurawlow, Kubilay Sarikaya, Muhammed Kirtan","Familiye tells the story of an ex-con who, after his release from prison, has to care for his two younger brothers. One of whom is a gambling addict, the other has Down Syndrome.",German,Germany,,https://m.media-amazon.com/images/M/MV5BMjEyOWVjYmUtYjI1Ny00YTVlLWJjNTYtYWU0MWQ2MTNhZjY0XkEyXkFqcGdeQXVyMjc0MzM1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,210,tt5145414,movie,,,,,True,,,-
1000,1,Loving Pablo,2017,R,15 Jun 2018,123 min,"Biography, Crime, Drama",Fernando León de Aranoa,"Fernando León de Aranoa, Virginia Vallejo (book)","Javier Bardem, Penélope Cruz, Peter Sarsgaard, Julieth Restrepo",A journalist strikes up a romantic relationship with notorious drug lord Pablo Escobar.,"English, Spanish","Spain, Bulgaria",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTAwODJhN2YtMzUwMy00ZjI1LTllNGYtNTA3YTk5MTEyY2M2XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,6.3,"16,235",tt4682788,movie,05 Oct 2018,,Universal Pictures,,True,,,31%
1001,2,Zodiac,2007,R,02 Mar 2007,157 min,"Crime, Drama, Mystery, Thriller",David Fincher,"James Vanderbilt (screenplay), Robert Graysmith (book)","Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",English,USA,3 wins & 70 nominations.,https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.7,"422,308",tt0443706,movie,24 Jul 2007,"$33,000,000",Paramount Pictures,,True,,,89%
1003,4,Knock Down the House,2019,PG,01 May 2019,87 min,Documentary,Rachel Lears,"Robin Blotnick, Rachel Lears","Alexandria Ocasio-Cortez, Cori Bush, Joe Crowley, Paula Jean Swearengin",A look at the people involved with various political campaigns during the 2018 U.S. congressional election.,English,USA,6 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BOWU4NThhODYtN2Q2YS00YjQ0LWFjMDktMTdiYjYyYzlhNjY4XkEyXkFqcGdeQXVyMTU4MDMyNjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,6.9,"9,227",tt9358052,movie,01 May 2019,,Netflix,,True,,,100
1004,5,Baki,2018–,TV-MA,18 Dec 2018,45 min,"Animation, Action, Sport",,,"Tôru Furuya, Kirk Thornton, Troy Baker, Nobunaga Shimazaki","The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BN2MyMzEwZTctOTJlYS00NzRkLTgyZjItN2U3MGI0YWVjNWU5XkEyXkFqcGdeQXVyMjY2MTc0MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,"2,266",tt6357658,series,,,,,True,,1.0,-
1005,6,Anthony Jeselnik: Fire in the Maternity Ward,2019,TV-MA,30 Apr 2019,64 min,Comedy,Marcus Raboy,Anthony Jeselnik,Anthony Jeselnik,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",English,USA,,https://m.media-amazon.com/images/M/MV5BODU0NWE4OGItNDBiOS00OTc5LWFhY2EtNDkzMjhlNTkyMDYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.1,"2,166",tt10050780,movie,30 Apr 2019,,Netflix,,True,,,80%
1006,7,Ingress: The Animation,2018–2019,,18 Oct 2018,24 min,"Animation, Sci-Fi",,,"Kellen Goff, Cristina Valenzuela",Ingress (or Ingress: The Animation) is a 2018 Japanese anime television series based on Niantic's augmented reality mobile game of the same name. The story follows special police ...,"English, Japanese",Japan,,https://m.media-amazon.com/images/M/MV5BYTk3MGM5ZWMtMDMxNi00ZTdlLThhOWMtNTczMmMyNGQ5YzI2XkEyXkFqcGdeQXVyMTkxOTE4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,289,tt9561968,series,,,,,True,,1.0,-
1007,8,The Wandering Earth,2019,TV-MA,05 Feb 2019,125 min,"Action, Drama, Sci-Fi",Frant Gwo,"Gong Geer, Junce Ye, Yan Dongxu, Frant Gwo, Yang Zhixue, Jingjing Shen, Cixin Liu (story), Ruchang Ye","Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng","As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.","Mandarin, English, Russian, French, Japanese, Korean, Indonesian, Hindi",China,23 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2NzZlMGItMzA4OS00ZjRiLTk3NzItMDRkOGFlZmNhYzJkXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.0,"23,605",tt7605074,movie,,,Netflix,,True,,,71%
1009,10,Alpha,2018,PG-13,17 Aug 2018,96 min,"Adventure, Drama, Family",Albert Hughes,"Daniele Sebastian Wiedenhaupt (screenplay by), Albert Hughes (story by)","Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén","In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,6.7,"48,578",tt4244998,movie,13 Nov 2018,,Sony Pictures,,True,,,80%
1010,11,42,2013,PG-13,12 Apr 2013,128 min,"Biography, Drama, Sport",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",English,USA,3 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,7.5,"80,375",tt0453562,movie,16 Jul 2013,"$95,001,343",Warner Bros. Pictures,,True,,,80%
1011,12,ReMastered: Devil at the Crossroads,2019,,26 Apr 2019,48 min,"Documentary, Biography",Brian Oakes,"Bill Wheeler (story consultant), Jeff Zimbalist (created by), Michael Zimbalist (created by)","Robert Johnson, Terry Harmonica Bean, Rory Block, Yvonne Chireau","A look at the short, mysterious life of blues legend, Robert Johnson, who was said to have made a deal with the Devil at a crossroads in rural Mississippi.",English,USA,,https://m.media-amazon.com/images/M/MV5BMjEzNThiYzctMDMzZi00OTViLWIyZGUtN2Q2NTE0Nzk1ODkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,"1,569",tt9046574,movie,26 Apr 2019,,Netflix,,True,,,-
1012,13,Street Food,2019–,TV-G,26 Apr 2019,30 min,Documentary,,"David Gelb, Brian McGinn",Philip Hersh,Exploring the rich culture of street food in some of the world's most colorful cities.,,USA,,https://m.media-amazon.com/images/M/MV5BMjI5NmJjY2MtNDFlZi00ZjZjLTk0ZjAtMjEyYjFkMTUwMzY4XkEyXkFqcGdeQXVyNjI4ODE4Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",,8.0,"1,381",tt10050778,series,,,,,True,,1.0,-
1013,14,Chambers,2019,TV-MA,26 Apr 2019,60 min,"Drama, Fantasy, Horror, Mystery, Thriller",,Leah Rachel,"Sivan Alyra Rose, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson",A woman survives a heart transplant and begins to develop different personality traits.,English,USA,,https://m.media-amazon.com/images/M/MV5BZDIzOTc3NTktOGI4MC00OTQzLWE5NzQtYTljNzI5ZGU2ZjdmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"6,255",tt7949204,series,,,,,True,,,-
1020,21,Bonding,2019–,TV-MA,24 Apr 2019,107 min,"Comedy, Drama",,,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman",A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzhlYzc4NWUtYjIzMS00NWFlLTgzOTEtMGE1OTRkMDY5Y2MxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"9,174",tt7718088,series,,,,,True,,1.0,-
1021,22,I Think You Should Leave with Tim Robinson,2019–,TV-MA,23 Apr 2019,16 min,Comedy,,,"Tim Robinson, Matt Knudsen, Sam Richardson, Matthew J Cates","In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDAxOWU5ZGItNmI2NC00OTcyLThkM2EtYjk3NDQzYWI5YTM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,"4,219",tt10050772,series,,,,,True,,1.0,-
1023,24,The Notebook,2004,PG-13,25 Jun 2004,123 min,"Drama, Romance",Nick Cassavetes,"Jeremy Leven (screenplay), Jan Sardi (adaptation), Nicholas Sparks (novel)","Tim Ivey, Gena Rowlands, Starletta DuPois, James Garner","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",English,USA,12 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,7.8,"494,794",tt0332280,movie,08 Feb 2005,"$81,000,000",New Line Cinema,,True,,,53%
1024,25,Slender Man,2018,PG-13,10 Aug 2018,93 min,"Horror, Mystery, Thriller",Sylvain White,"David Birke, Victor Surge (based on a character by)","Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso","In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,3.2,"23,582",tt5690360,movie,30 Oct 2018,,Screen Gems,,True,,,6%'
1025,26,Grass is Greener,2019,,20 Apr 2019,97 min,Documentary,Fab 5 Freddy,,"B-Real, Steven Hager, Damian Marley, Snoop Dogg",A look at America's complicated relationship with cannabis.,,,,https://m.media-amazon.com/images/M/MV5BZjE4ZmY0OGUtNDAwYy00MTcwLWJiMjEtM2YzN2ZlNThhYjc2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,7.1,822,tt10050782,movie,20 Apr 2019,,,,True,,,100
1026,27,Cuckoo,2014,,21 Mar 2014,155 min,"Drama, Romance",Raju Murugan,Raju Murugan,"Dinesh, Malavika Nair, Elango, Somasundaram",A blind boy faces trouble when he falls for a blind girl.,Tamil,India,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYzY2MjVhOWQtZGFiMC00OTE3LTlkZmYtOTRlMmJkNDFjMDVhXkEyXkFqcGdeQXVyODk4ODEyMjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,589,tt3569652,movie,,,Fox Star Films,,True,,,-
1027,28,Samantha!,2018–,,06 Jul 2018,27 min,Comedy,,Felipe Braga,"Emanuelle Araújo, Douglas Silva, Cauã Gonçalves, Sabrina Nonata","A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into stardom.",Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BMjgwMDc1MTAxNV5BMl5BanBnXkFtZTgwOTI0MzY5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,367,tt6626676,series,,,,,True,,2.0,-
